trainee_id,salary,retention_months,job_changes,district,course_category,qualification
TRN_MH_2026_1732,18928.88,3.9,0,Solapur,Healthcare,12th Pass
TRN_MH_2026_1733,11540.96,14.7,0,Solapur,Automotive,12th Pass
TRN_MH_2026_1734,21102.04,18.0,0,Thane,Construction,Graduate
TRN_MH_2026_1735,19154.09,13.4,0,Nashik,Electronics and Hardware,10th Pass
TRN_MH_2026_1736,18396.1,11.7,1,Gadchiroli,Construction,Graduate
TRN_MH_2026_1737,20939.42,,0,Mumbai,IT-ITeS,Below 10th
TRN_MH_2026_1738,23329.16,12.1,0,Nashik,IT-ITeS,12th Pass
TRN_MH_2026_1739,21050.3,7.3,2,Nagpur,Construction,12th Pass
TRN_MH_2026_1740,11056.94,10.4,1,Amravati,Apparel,10th Pass
TRN_MH_2026_1741,13021.48,16.6,0,Pune,Construction,Graduate
TRN_MH_2026_1742,15313.13,15.6,0,Mumbai,Healthcare,10th Pass
TRN_MH_2026_1743,17591.32,14.8,2,Amravati,Apparel,Graduate
TRN_MH_2026_1744,19311.81,9.0,0,Pune,IT-ITeS,Graduate
TRN_MH_2026_1745,14959.9,13.1,0,Amravati,Apparel,ITI Diploma
TRN_MH_2026_1746,18153.68,3.1,0,Gadchiroli,Electronics and Hardware,10th Pass
TRN_MH_2026_1747,14856.16,14.9,1,Nagpur,Construction,10th Pass
TRN_MH_2026_1748,15359.69,,1,Thane,Electronics and Hardware,Graduate
TRN_MH_2026_1749,12576.69,6.6,3,Gadchiroli,Electronics and Hardware,Below 10th
TRN_MH_2026_1750,14268.68,11.1,1,Solapur,Construction,Graduate
TRN_MH_2026_1751,12769.1,15.6,1,Amravati,Construction,10th Pass
TRN_MH_2026_1752,14084.44,20.3,4,Chhatrapati Sambhajinagar,Construction,10th Pass
TRN_MH_2026_1753,21187.75,11.8,0,Mumbai,IT-ITeS,Graduate
TRN_MH_2026_1754,14177.1,0.5,9,Thane,Electronics and Hardware,10th Pass
TRN_MH_2026_1755,26713.34,4.2,1,Nashik,Automotive,12th Pass
TRN_MH_2026_1756,19226.61,14.5,1,Amravati,Apparel,12th Pass
TRN_MH_2026_1757,18146.93,24.2,0,Amravati,Healthcare,Below 10th
TRN_MH_2026_1758,14495.75,0.5,16,Amravati,IT-ITeS,ITI Diploma
TRN_MH_2026_1759,19951.08,,1,Nashik,Construction,Graduate
TRN_MH_2026_1760,15485.27,15.6,0,Gadchiroli,Apparel,Graduate
TRN_MH_2026_1761,17927.03,13.9,0,Mumbai,IT-ITeS,12th Pass
TRN_MH_2026_1762,26460.3,,1,Nashik,Construction,Graduate
TRN_MH_2026_1763,17163.79,18.1,0,Nagpur,Healthcare,Graduate
TRN_MH_2026_1764,,15.1,0,Pune,Construction,ITI Diploma
TRN_MH_2026_1765,15038.88,14.1,1,Solapur,Apparel,Below 10th
TRN_MH_2026_1766,17377.54,9.1,1,Solapur,Automotive,Below 10th
TRN_MH_2026_1767,23697.8,20.5,1,Gadchiroli,Automotive,10th Pass
TRN_MH_2026_1768,15305.62,17.3,0,Mumbai,Healthcare,ITI Diploma
TRN_MH_2026_1769,23843.57,11.2,1,Nashik,Apparel,10th Pass
TRN_MH_2026_1770,19977.13,19.0,2,Nagpur,Healthcare,Graduate
TRN_MH_2026_1771,15531.37,11.5,3,Mumbai,IT-ITeS,12th Pass
TRN_MH_2026_1772,19713.43,10.1,1,Pune,IT-ITeS,ITI Diploma
TRN_MH_2026_1773,20903.94,10.2,1,Chhatrapati Sambhajinagar,Apparel,10th Pass
TRN_MH_2026_1774,19676.33,5.1,1,Mumbai,Construction,12th Pass
TRN_MH_2026_1775,12004.21,16.4,0,Thane,IT-ITeS,12th Pass
TRN_MH_2026_1776,14955.02,4.8,2,Gadchiroli,Apparel,ITI Diploma
TRN_MH_2026_1777,16633.68,7.9,1,Nashik,Construction,12th Pass
TRN_MH_2026_1778,17239.48,3.6,1,Solapur,Automotive,Graduate
TRN_MH_2026_1779,19672.35,13.6,0,Gadchiroli,Electronics and Hardware,Below 10th
TRN_MH_2026_1780,18121.95,13.2,1,Thane,Construction,12th Pass
TRN_MH_2026_1781,12826.29,12.4,1,Mumbai,Healthcare,ITI Diploma
TRN_MH_2026_1782,18830.69,8.8,1,Pune,Apparel,Below 10th
TRN_MH_2026_1783,19637.05,8.1,0,Solapur,Apparel,Graduate
TRN_MH_2026_1784,19459.27,16.3,1,Chhatrapati Sambhajinagar,Automotive,12th Pass
TRN_MH_2026_1785,21282.73,11.2,0,Nagpur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1786,20418.73,15.6,0,Amravati,Apparel,ITI Diploma
TRN_MH_2026_1787,19107.13,9.6,1,Amravati,Electronics and Hardware,12th Pass
TRN_MH_2026_1788,17254.42,14.9,2,Nashik,Automotive,Below 10th
TRN_MH_2026_1789,11686.64,20.5,2,Thane,Construction,Below 10th
TRN_MH_2026_1790,19003.66,16.9,1,Nashik,Construction,ITI Diploma
TRN_MH_2026_1791,153043.2,11.9,1,Amravati,Electronics and Hardware,Below 10th
TRN_MH_2026_1792,18450.53,15.3,3,Thane,IT-ITeS,Below 10th
TRN_MH_2026_1793,13031.38,12.8,0,Pune,Electronics and Hardware,Graduate
TRN_MH_2026_1794,13716.3,14.0,0,Solapur,Automotive,Graduate
TRN_MH_2026_1795,21186.03,12.4,1,Nashik,Construction,12th Pass
TRN_MH_2026_1796,17361.56,13.2,1,Nagpur,Healthcare,10th Pass
TRN_MH_2026_1797,19885.25,15.1,1,Nagpur,IT-ITeS,ITI Diploma
TRN_MH_2026_1798,17599.11,9.0,2,Solapur,Apparel,10th Pass
TRN_MH_2026_1799,17604.15,8.9,1,Mumbai,Construction,Graduate
TRN_MH_2026_1800,20783.99,7.1,1,Thane,Healthcare,12th Pass
TRN_MH_2026_1801,15693.84,6.0,0,Gadchiroli,Healthcare,10th Pass
TRN_MH_2026_1802,17836.42,7.9,1,Thane,IT-ITeS,12th Pass
TRN_MH_2026_1803,15882.04,14.8,1,Chhatrapati Sambhajinagar,Apparel,Below 10th
TRN_MH_2026_1804,15979.26,9.5,0,Thane,Construction,Below 10th
TRN_MH_2026_1805,16417.9,16.6,0,Mumbai,Healthcare,Graduate
TRN_MH_2026_1806,18277.47,14.2,0,Thane,Apparel,10th Pass
TRN_MH_2026_1807,15824.38,4.2,0,Pune,Healthcare,ITI Diploma
TRN_MH_2026_1808,21895.15,17.3,0,Pune,IT-ITeS,12th Pass
TRN_MH_2026_1809,14368.87,18.1,0,Solapur,Automotive,Below 10th
TRN_MH_2026_1810,16845.95,9.0,1,Thane,Electronics and Hardware,Below 10th
TRN_MH_2026_1811,15960.94,16.1,1,Solapur,IT-ITeS,12th Pass
TRN_MH_2026_1812,22564.42,9.7,1,Nashik,Automotive,10th Pass
TRN_MH_2026_1813,18187.94,14.5,0,Amravati,IT-ITeS,Below 10th
TRN_MH_2026_1814,21111.46,7.7,1,Gadchiroli,Apparel,ITI Diploma
TRN_MH_2026_1815,12300.54,5.0,1,Nashik,IT-ITeS,10th Pass
TRN_MH_2026_1816,18434.68,12.1,1,Solapur,Automotive,12th Pass
TRN_MH_2026_1817,20613.71,13.4,0,Nashik,IT-ITeS,Graduate
TRN_MH_2026_1818,17787.99,12.0,1,Amravati,Automotive,ITI Diploma
TRN_MH_2026_1819,21229.18,8.1,1,Mumbai,Healthcare,ITI Diploma
TRN_MH_2026_1820,15689.49,12.0,1,Pune,Electronics and Hardware,Graduate
TRN_MH_2026_1821,22432.72,15.3,2,Amravati,Construction,ITI Diploma
TRN_MH_2026_1822,25546.14,13.8,0,Chhatrapati Sambhajinagar,Automotive,Below 10th
TRN_MH_2026_1823,16230.07,14.9,0,Solapur,Electronics and Hardware,10th Pass
TRN_MH_2026_1824,15940.74,10.6,1,Mumbai,Automotive,Graduate
TRN_MH_2026_1825,22586.85,19.9,1,Nashik,Construction,ITI Diploma
TRN_MH_2026_1826,23028.5,8.1,0,Solapur,Electronics and Hardware,Graduate
TRN_MH_2026_1827,15669.99,16.4,2,Solapur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1828,16029.35,19.9,1,Mumbai,Apparel,Below 10th
TRN_MH_2026_1829,16513.75,16.4,0,Nashik,Apparel,Below 10th
TRN_MH_2026_1830,12794.42,13.0,0,Amravati,Construction,Graduate
TRN_MH_2026_1831,14284.72,11.4,3,Solapur,Construction,ITI Diploma
TRN_MH_2026_1832,13985.51,19.2,0,Thane,Apparel,10th Pass
TRN_MH_2026_1833,14812.71,6.9,0,Chhatrapati Sambhajinagar,Construction,ITI Diploma
TRN_MH_2026_1834,17378.6,9.1,3,Chhatrapati Sambhajinagar,Apparel,Below 10th
TRN_MH_2026_1835,,12.0,1,Pune,Construction,Graduate
TRN_MH_2026_1836,22926.75,20.2,0,Nagpur,Construction,10th Pass
TRN_MH_2026_1837,14005.76,15.9,1,Chhatrapati Sambhajinagar,Automotive,Graduate
TRN_MH_2026_1838,20945.13,9.2,0,Thane,Healthcare,ITI Diploma
TRN_MH_2026_1839,16751.04,12.4,2,Nashik,Healthcare,Below 10th
TRN_MH_2026_1840,17326.88,,1,Chhatrapati Sambhajinagar,Automotive,Below 10th
TRN_MH_2026_1841,19861.87,10.5,2,Mumbai,Apparel,Graduate
TRN_MH_2026_1842,13570.47,,1,Solapur,Apparel,ITI Diploma
TRN_MH_2026_1843,18838.43,7.1,0,Nashik,Construction,Below 10th
TRN_MH_2026_1844,18082.58,22.0,1,Nashik,Apparel,Graduate
TRN_MH_2026_1845,,18.1,1,Chhatrapati Sambhajinagar,Apparel,12th Pass
TRN_MH_2026_1846,18512.09,19.5,0,Chhatrapati Sambhajinagar,Construction,ITI Diploma
TRN_MH_2026_1847,26093.55,11.7,0,Pune,Automotive,ITI Diploma
TRN_MH_2026_1848,15267.91,13.3,1,Amravati,Healthcare,ITI Diploma
TRN_MH_2026_1849,15641.51,6.8,1,Amravati,IT-ITeS,Graduate
TRN_MH_2026_1850,,11.4,0,Thane,Construction,12th Pass
TRN_MH_2026_1851,15555.83,16.5,1,Thane,IT-ITeS,12th Pass
TRN_MH_2026_1852,15269.15,20.5,1,Thane,Automotive,Below 10th
TRN_MH_2026_1853,21661.56,8.5,0,Solapur,IT-ITeS,Graduate
TRN_MH_2026_1854,,0.5,12,Amravati,Construction,10th Pass
TRN_MH_2026_1855,15502.39,13.2,1,Pune,Electronics and Hardware,Graduate
TRN_MH_2026_1856,215579.73,7.0,2,Thane,Apparel,Below 10th
TRN_MH_2026_1857,19149.95,17.0,1,Solapur,Construction,Graduate
TRN_MH_2026_1858,15567.22,10.4,0,Chhatrapati Sambhajinagar,Construction,12th Pass
TRN_MH_2026_1859,19715.26,0.5,16,Nashik,IT-ITeS,ITI Diploma
TRN_MH_2026_1860,18210.23,11.7,1,Gadchiroli,Healthcare,Graduate
TRN_MH_2026_1861,12194.9,10.1,2,Amravati,IT-ITeS,Below 10th
TRN_MH_2026_1862,22916.27,14.0,1,Mumbai,Healthcare,ITI Diploma
TRN_MH_2026_1863,23785.57,0.5,17,Mumbai,Construction,Below 10th
TRN_MH_2026_1864,15355.24,12.1,1,Chhatrapati Sambhajinagar,Apparel,12th Pass
TRN_MH_2026_1865,16143.04,10.4,4,Chhatrapati Sambhajinagar,Healthcare,10th Pass
TRN_MH_2026_1866,18500.53,15.6,2,Chhatrapati Sambhajinagar,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1867,18670.6,22.3,1,Chhatrapati Sambhajinagar,Apparel,Graduate
TRN_MH_2026_1868,19804.9,14.7,1,Nashik,Automotive,12th Pass
TRN_MH_2026_1869,,19.0,1,Solapur,Construction,12th Pass
TRN_MH_2026_1870,16880.68,7.0,1,Nagpur,Construction,Below 10th
TRN_MH_2026_1871,14705.96,14.8,0,Mumbai,Apparel,Below 10th
TRN_MH_2026_1872,12672.38,8.5,1,Mumbai,Healthcare,12th Pass
TRN_MH_2026_1873,14941.74,6.6,1,Nashik,Healthcare,ITI Diploma
TRN_MH_2026_1874,17384.06,10.3,1,Nashik,IT-ITeS,12th Pass
TRN_MH_2026_1875,23780.95,20.0,0,Mumbai,Healthcare,Below 10th
TRN_MH_2026_1876,15688.36,18.8,0,Solapur,IT-ITeS,Below 10th
TRN_MH_2026_1877,18283.26,15.2,2,Amravati,Apparel,Below 10th
TRN_MH_2026_1878,17442.52,6.3,0,Pune,Electronics and Hardware,10th Pass
TRN_MH_2026_1879,21659.38,13.0,0,Chhatrapati Sambhajinagar,Automotive,Below 10th
TRN_MH_2026_1880,26344.26,15.5,0,Nashik,Electronics and Hardware,12th Pass
TRN_MH_2026_1881,15641.96,14.9,0,Thane,IT-ITeS,Graduate
TRN_MH_2026_1882,15786.96,4.8,1,Nagpur,Healthcare,ITI Diploma
TRN_MH_2026_1883,21154.56,9.5,1,Solapur,IT-ITeS,12th Pass
TRN_MH_2026_1884,19886.62,13.7,1,Chhatrapati Sambhajinagar,IT-ITeS,Below 10th
TRN_MH_2026_1885,23963.48,16.7,0,Gadchiroli,Healthcare,12th Pass
TRN_MH_2026_1886,19543.75,3.0,2,Pune,Healthcare,12th Pass
TRN_MH_2026_1887,16242.48,13.2,0,Mumbai,Electronics and Hardware,Graduate
TRN_MH_2026_1888,130319.07,,2,Nagpur,Construction,12th Pass
TRN_MH_2026_1889,21380.46,18.2,0,Thane,IT-ITeS,10th Pass
TRN_MH_2026_1890,20371.69,0.5,17,Mumbai,Automotive,12th Pass
TRN_MH_2026_1891,19275.46,16.9,0,Solapur,Construction,ITI Diploma
TRN_MH_2026_1892,21233.36,10.0,0,Nagpur,Automotive,Graduate
TRN_MH_2026_1893,21592.53,4.5,0,Nagpur,Construction,12th Pass
TRN_MH_2026_1894,22337.56,12.0,1,Nashik,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1895,19770.48,19.0,0,Nagpur,Electronics and Hardware,Below 10th
TRN_MH_2026_1896,16915.09,21.0,0,Mumbai,Construction,12th Pass
TRN_MH_2026_1897,18013.5,17.6,0,Solapur,Apparel,Graduate
TRN_MH_2026_1898,21722.78,16.1,0,Pune,Electronics and Hardware,Graduate
TRN_MH_2026_1899,14640.73,15.9,2,Mumbai,Electronics and Hardware,Below 10th
TRN_MH_2026_1900,18790.36,11.2,0,Mumbai,IT-ITeS,Below 10th
TRN_MH_2026_1901,16123.31,13.3,0,Solapur,Automotive,ITI Diploma
TRN_MH_2026_1902,17600.61,22.3,0,Solapur,Apparel,ITI Diploma
TRN_MH_2026_1903,21974.58,9.3,2,Solapur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_1904,18168.85,22.1,1,Pune,Electronics and Hardware,Below 10th
TRN_MH_2026_1905,17662.53,12.4,3,Thane,IT-ITeS,Below 10th
TRN_MH_2026_1906,12740.5,20.6,3,Amravati,Automotive,ITI Diploma
TRN_MH_2026_1907,20111.89,7.0,3,Pune,Automotive,ITI Diploma
TRN_MH_2026_1908,19759.19,16.9,1,Chhatrapati Sambhajinagar,Healthcare,10th Pass
TRN_MH_2026_1909,25071.39,10.3,1,Amravati,Electronics and Hardware,12th Pass
TRN_MH_2026_1910,16422.78,6.9,1,Chhatrapati Sambhajinagar,Construction,10th Pass
TRN_MH_2026_1911,75986.76,15.1,1,Thane,Apparel,12th Pass
TRN_MH_2026_1912,18372.84,19.0,2,Thane,Construction,12th Pass
TRN_MH_2026_1913,23021.09,9.8,1,Solapur,Apparel,Below 10th
TRN_MH_2026_1914,17166.47,6.5,0,Nagpur,Electronics and Hardware,Graduate
TRN_MH_2026_1915,18476.58,13.5,0,Nagpur,Apparel,10th Pass
TRN_MH_2026_1916,19627.64,13.6,0,Solapur,Automotive,Below 10th
TRN_MH_2026_1917,18153.13,16.7,2,Chhatrapati Sambhajinagar,Healthcare,10th Pass
TRN_MH_2026_1918,15937.48,0.5,13,Mumbai,Healthcare,ITI Diploma
TRN_MH_2026_1919,18179.31,13.7,0,Pune,Construction,Graduate
TRN_MH_2026_1920,155247.73,23.3,1,Chhatrapati Sambhajinagar,Apparel,Graduate
TRN_MH_2026_1921,91050.93,15.1,0,Thane,IT-ITeS,Graduate
TRN_MH_2026_1922,,12.3,2,Chhatrapati Sambhajinagar,Healthcare,ITI Diploma
TRN_MH_2026_1923,15049.58,5.9,1,Mumbai,Automotive,10th Pass
TRN_MH_2026_1924,21682.66,12.7,1,Nagpur,IT-ITeS,Below 10th
TRN_MH_2026_1925,12168.85,12.3,0,Amravati,Construction,10th Pass
TRN_MH_2026_1926,15543.77,18.8,1,Amravati,Healthcare,10th Pass
TRN_MH_2026_1927,18820.24,16.3,1,Solapur,Apparel,Graduate
TRN_MH_2026_1928,22979.33,8.1,0,Pune,Electronics and Hardware,Graduate
TRN_MH_2026_1929,17269.87,14.9,0,Mumbai,Construction,Below 10th
TRN_MH_2026_1930,15556.8,17.4,1,Amravati,IT-ITeS,Graduate
TRN_MH_2026_1931,24084.05,21.6,0,Chhatrapati Sambhajinagar,Electronics and Hardware,10th Pass
TRN_MH_2026_1932,12431.95,18.4,2,Thane,Construction,Below 10th
TRN_MH_2026_1933,9804.18,17.8,2,Mumbai,Apparel,10th Pass
TRN_MH_2026_1934,19040.05,14.3,1,Nagpur,Automotive,Below 10th
TRN_MH_2026_1935,15742.81,15.9,0,Mumbai,IT-ITeS,Below 10th
TRN_MH_2026_1936,13925.69,20.2,0,Solapur,Apparel,Graduate
TRN_MH_2026_1937,19979.25,,1,Chhatrapati Sambhajinagar,Apparel,Graduate
TRN_MH_2026_1938,18353.3,12.3,0,Pune,Apparel,10th Pass
TRN_MH_2026_1939,15525.72,0.5,13,Nagpur,Apparel,12th Pass
TRN_MH_2026_1940,13018.93,15.9,0,Nagpur,Automotive,12th Pass
TRN_MH_2026_1941,20553.6,20.2,0,Pune,IT-ITeS,12th Pass
TRN_MH_2026_1942,19775.7,11.0,1,Gadchiroli,Automotive,ITI Diploma
TRN_MH_2026_1943,136954.48,2.0,1,Amravati,Electronics and Hardware,10th Pass
TRN_MH_2026_1944,23963.23,11.9,1,Thane,Automotive,Below 10th
TRN_MH_2026_1945,13754.7,18.6,1,Nagpur,Automotive,10th Pass
TRN_MH_2026_1946,12160.66,16.7,0,Gadchiroli,IT-ITeS,10th Pass
TRN_MH_2026_1947,15078.32,16.1,0,Solapur,Apparel,10th Pass
TRN_MH_2026_1948,17340.45,12.6,0,Solapur,IT-ITeS,12th Pass
TRN_MH_2026_1949,18351.69,7.6,0,Thane,Construction,ITI Diploma
TRN_MH_2026_1950,,16.6,0,Chhatrapati Sambhajinagar,Apparel,Below 10th
TRN_MH_2026_1951,18732.19,9.8,1,Gadchiroli,Healthcare,Graduate
TRN_MH_2026_1952,13119.61,24.9,0,Nashik,Construction,ITI Diploma
TRN_MH_2026_1953,22553.18,16.9,1,Pune,Healthcare,Graduate
TRN_MH_2026_1954,17212.47,11.1,0,Nashik,Apparel,Below 10th
TRN_MH_2026_1955,21410.54,10.9,1,Gadchiroli,Apparel,12th Pass
TRN_MH_2026_1956,18699.54,0.5,14,Nagpur,IT-ITeS,Below 10th
TRN_MH_2026_1957,19098.64,12.8,0,Nashik,Healthcare,Below 10th
TRN_MH_2026_1958,19494.19,19.6,2,Thane,Construction,10th Pass
TRN_MH_2026_1959,19066.98,14.9,2,Nashik,Electronics and Hardware,10th Pass
TRN_MH_2026_1960,19749.53,10.3,1,Nashik,Apparel,ITI Diploma
TRN_MH_2026_1961,,,0,Gadchiroli,IT-ITeS,10th Pass
TRN_MH_2026_1962,18187.82,14.2,1,Amravati,Automotive,ITI Diploma
TRN_MH_2026_1963,19981.51,17.8,1,Nashik,Construction,Graduate
TRN_MH_2026_1964,17185.93,11.0,4,Nagpur,Healthcare,12th Pass
TRN_MH_2026_1965,22540.41,15.8,0,Solapur,Apparel,ITI Diploma
TRN_MH_2026_1966,15132.63,15.6,1,Nagpur,Automotive,10th Pass
TRN_MH_2026_1967,186549.98,4.6,1,Nagpur,Electronics and Hardware,Graduate
TRN_MH_2026_1968,17359.45,24.1,0,Gadchiroli,Construction,Graduate
TRN_MH_2026_1969,12492.29,20.5,0,Thane,Apparel,12th Pass
TRN_MH_2026_1970,17948.37,12.0,1,Pune,Construction,12th Pass
TRN_MH_2026_1971,15116.32,8.5,0,Mumbai,Construction,Graduate
TRN_MH_2026_1972,20442.25,15.7,0,Nashik,IT-ITeS,10th Pass
TRN_MH_2026_1973,15215.82,,0,Mumbai,Healthcare,ITI Diploma
TRN_MH_2026_1974,244101.51,15.8,1,Nagpur,Construction,Graduate
TRN_MH_2026_1975,10886.61,15.0,1,Solapur,Apparel,Below 10th
TRN_MH_2026_1976,15916.93,16.5,1,Thane,Construction,10th Pass
TRN_MH_2026_1977,9016.42,21.2,2,Pune,Healthcare,12th Pass
TRN_MH_2026_1978,11956.34,16.8,2,Pune,IT-ITeS,10th Pass
TRN_MH_2026_1979,20161.45,8.8,0,Nagpur,Automotive,Graduate
TRN_MH_2026_1980,20250.3,20.8,2,Nashik,Automotive,Graduate
TRN_MH_2026_1981,18989.1,22.2,0,Gadchiroli,Automotive,Below 10th
TRN_MH_2026_1982,14115.58,0.5,17,Chhatrapati Sambhajinagar,Healthcare,ITI Diploma
TRN_MH_2026_1983,17333.01,8.4,0,Nagpur,Construction,10th Pass
TRN_MH_2026_1984,17487.39,15.2,1,Nashik,Healthcare,12th Pass
TRN_MH_2026_1985,13445.72,3.6,0,Chhatrapati Sambhajinagar,Electronics and Hardware,Below 10th
TRN_MH_2026_1986,22761.89,16.8,2,Amravati,Construction,Below 10th
TRN_MH_2026_1987,217319.62,11.3,1,Pune,Automotive,Below 10th
TRN_MH_2026_1988,16726.63,23.6,2,Thane,Electronics and Hardware,10th Pass
TRN_MH_2026_1989,17594.1,10.1,0,Mumbai,Electronics and Hardware,Graduate
TRN_MH_2026_1990,18229.34,5.6,3,Mumbai,Apparel,Below 10th
TRN_MH_2026_1991,10353.93,11.6,1,Gadchiroli,IT-ITeS,Graduate
TRN_MH_2026_1992,16634.88,4.1,0,Chhatrapati Sambhajinagar,Construction,ITI Diploma
TRN_MH_2026_1993,15113.06,17.8,1,Mumbai,Healthcare,10th Pass
TRN_MH_2026_1994,13994.33,3.7,0,Nashik,Automotive,Graduate
TRN_MH_2026_1995,16516.15,14.1,2,Nashik,Construction,Graduate
TRN_MH_2026_1996,23791.9,3.6,2,Gadchiroli,Automotive,Below 10th
TRN_MH_2026_1997,19742.95,12.4,1,Gadchiroli,IT-ITeS,Graduate
TRN_MH_2026_1998,,22.2,0,Gadchiroli,Automotive,Graduate
TRN_MH_2026_1999,19504.04,15.8,0,Nashik,Apparel,10th Pass
TRN_MH_2026_2000,22397.74,0.5,15,Pune,Electronics and Hardware,Graduate
TRN_MH_2026_2001,20736.22,13.8,2,Mumbai,Healthcare,12th Pass
TRN_MH_2026_2002,17708.71,14.1,1,Mumbai,Automotive,Below 10th
TRN_MH_2026_2003,15235.72,16.4,0,Nashik,Healthcare,Below 10th
TRN_MH_2026_2004,19943.78,7.2,1,Mumbai,Construction,12th Pass
TRN_MH_2026_2005,,17.0,0,Gadchiroli,Automotive,Below 10th
TRN_MH_2026_2006,20633.18,1.0,1,Nashik,Electronics and Hardware,Below 10th
TRN_MH_2026_2007,19723.1,10.9,1,Nashik,Healthcare,10th Pass
TRN_MH_2026_2008,21173.43,11.6,0,Mumbai,Construction,ITI Diploma
TRN_MH_2026_2009,15626.68,17.2,0,Solapur,Construction,Below 10th
TRN_MH_2026_2010,22110.88,14.1,1,Gadchiroli,Electronics and Hardware,10th Pass
TRN_MH_2026_2011,18191.6,7.0,2,Gadchiroli,IT-ITeS,Graduate
TRN_MH_2026_2012,,9.1,0,Mumbai,IT-ITeS,10th Pass
TRN_MH_2026_2013,15087.84,15.0,1,Chhatrapati Sambhajinagar,IT-ITeS,12th Pass
TRN_MH_2026_2014,23575.87,13.6,2,Gadchiroli,Apparel,ITI Diploma
TRN_MH_2026_2015,18192.69,11.1,1,Solapur,Electronics and Hardware,12th Pass
TRN_MH_2026_2016,15220.04,11.6,0,Solapur,Automotive,12th Pass
TRN_MH_2026_2017,15806.4,17.5,0,Thane,Electronics and Hardware,12th Pass
TRN_MH_2026_2018,16378.78,11.4,1,Nagpur,Electronics and Hardware,Below 10th
TRN_MH_2026_2019,18984.58,13.6,0,Chhatrapati Sambhajinagar,Construction,Graduate
TRN_MH_2026_2020,19329.92,24.8,1,Amravati,Construction,Below 10th
TRN_MH_2026_2021,15492.05,6.9,1,Solapur,Electronics and Hardware,Below 10th
TRN_MH_2026_2022,17414.76,4.7,0,Solapur,Automotive,Below 10th
TRN_MH_2026_2023,24997.95,17.9,0,Mumbai,Healthcare,Below 10th
TRN_MH_2026_2024,23546.4,10.6,0,Pune,Construction,Graduate
TRN_MH_2026_2025,19027.13,12.4,1,Nagpur,IT-ITeS,Graduate
TRN_MH_2026_2026,17633.01,10.1,1,Nagpur,Electronics and Hardware,Graduate
TRN_MH_2026_2027,17920.11,12.7,2,Gadchiroli,IT-ITeS,10th Pass
TRN_MH_2026_2028,19647.31,0.5,13,Nagpur,Apparel,10th Pass
TRN_MH_2026_2029,13920.23,,1,Nagpur,Automotive,ITI Diploma
TRN_MH_2026_2030,16599.18,18.3,1,Gadchiroli,IT-ITeS,ITI Diploma
TRN_MH_2026_2031,11659.96,6.9,2,Gadchiroli,IT-ITeS,12th Pass
TRN_MH_2026_2032,18897.28,8.2,0,Chhatrapati Sambhajinagar,Healthcare,Below 10th
TRN_MH_2026_2033,,0.5,11,Chhatrapati Sambhajinagar,Apparel,Graduate
TRN_MH_2026_2034,15808.85,10.0,1,Mumbai,IT-ITeS,Graduate
TRN_MH_2026_2035,,18.8,2,Thane,Electronics and Hardware,10th Pass
TRN_MH_2026_2036,13209.82,16.6,1,Nashik,Apparel,12th Pass
TRN_MH_2026_2037,12374.69,12.9,0,Gadchiroli,Apparel,12th Pass
TRN_MH_2026_2038,18285.58,13.9,0,Chhatrapati Sambhajinagar,Healthcare,12th Pass
TRN_MH_2026_2039,21164.84,10.6,1,Mumbai,Electronics and Hardware,12th Pass
TRN_MH_2026_2040,23393.75,15.0,0,Solapur,Automotive,Below 10th
TRN_MH_2026_2041,15893.91,17.8,1,Solapur,Electronics and Hardware,12th Pass
TRN_MH_2026_2042,21275.38,5.9,0,Chhatrapati Sambhajinagar,Healthcare,Below 10th
TRN_MH_2026_2043,17365.22,15.5,0,Thane,Construction,12th Pass
TRN_MH_2026_2044,16895.8,18.7,0,Nagpur,Automotive,Below 10th
TRN_MH_2026_2045,20592.81,11.9,1,Pune,Electronics and Hardware,12th Pass
TRN_MH_2026_2046,19783.13,17.5,2,Mumbai,Electronics and Hardware,Graduate
TRN_MH_2026_2047,11982.63,28.1,0,Solapur,Automotive,ITI Diploma
TRN_MH_2026_2048,22667.89,13.5,0,Pune,Healthcare,ITI Diploma
TRN_MH_2026_2049,22330.32,16.0,1,Amravati,Automotive,ITI Diploma
TRN_MH_2026_2050,15310.53,0.5,8,Pune,Construction,Below 10th
TRN_MH_2026_2051,18885.31,14.9,1,Mumbai,Healthcare,Graduate
TRN_MH_2026_2052,19229.11,16.3,0,Gadchiroli,Apparel,Below 10th
TRN_MH_2026_2053,18412.36,15.0,2,Amravati,IT-ITeS,12th Pass
TRN_MH_2026_2054,15573.93,8.9,1,Nagpur,IT-ITeS,ITI Diploma
TRN_MH_2026_2055,15149.32,15.0,1,Chhatrapati Sambhajinagar,Automotive,Graduate
TRN_MH_2026_2056,17410.56,21.3,4,Gadchiroli,Electronics and Hardware,12th Pass
TRN_MH_2026_2057,21604.55,16.2,0,Nagpur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2058,19402.6,18.8,1,Pune,Healthcare,10th Pass
